"from","to","weight"
"Lucio_F._D._Santos","Daniel_de_Oliveira_0001",1
"Lucio_F._D._Santos","Agma_J._M._Traina",1
"Lucio_F._D._Santos","Caetano_Traina_Jr.",1
"Lucio_F._D._Santos","Marcos_V._N._Bedo",1
"Gustavo_Blanco","Daniel_de_Oliveira_0001",1
"Gustavo_Blanco","Agma_J._M._Traina",1
"Gustavo_Blanco","Caetano_Traina_Jr.",1
"Gustavo_Blanco","Marcos_V._N._Bedo",1
"Daniel_de_Oliveira_0001","Agma_J._M._Traina",1
"Daniel_de_Oliveira_0001","Caetano_Traina_Jr.",1
"Daniel_de_Oliveira_0001","Marcos_V._N._Bedo",1
"Agma_J._M._Traina","Caetano_Traina_Jr.",1
"Agma_J._M._Traina","Marcos_V._N._Bedo",1
"Caetano_Traina_Jr.","Marcos_V._N._Bedo",1
"Cheng_Cao","Zhengzhang_Chen",2
"Cheng_Cao","James_Caverlee",1
"Cheng_Cao","Lu-An_Tang",2
"Cheng_Cao","Chen_Luo",1
"Cheng_Cao","Zhichun_Li",2
"Zhengzhang_Chen","James_Caverlee",1
"Zhengzhang_Chen","Lu-An_Tang",3
"Zhengzhang_Chen","Zhichun_Li",3
"James_Caverlee","Lu-An_Tang",1
"James_Caverlee","Chen_Luo",1
"James_Caverlee","Zhichun_Li",1
"Lu-An_Tang","Zhichun_Li",3
"Chen_Luo","Zhichun_Li",2
"Edward_Raff","Jared_Sylvester",2
"Edward_Raff","Charles_Nicholas",1
"Jared_Sylvester","Charles_Nicholas",1
"Zhitao_Wang","Chengyao_Chen",2
"Zhitao_Wang","Wenjie_Li_0002",2
"Chengyao_Chen","Wenjie_Li_0002",2
"Xiaofei_Zhu","Khoi_Duy_Vo",1
"Xiaofei_Zhu","Jiafeng_Guo",1
"Xiaofei_Zhu","Jiangwu_Long",1
"Khoi_Duy_Vo","Jiafeng_Guo",1
"Khoi_Duy_Vo","Jiangwu_Long",1
"Jiafeng_Guo","Jiangwu_Long",1
"Weijie_Zhu","Chen_Chen_0017",1
"Weijie_Zhu","Xiaoyang_Wang_0002",1
"Weijie_Zhu","Xuemin_Lin_0001",1
"Chen_Chen_0017","Xiaoyang_Wang_0002",1
"Chen_Chen_0017","Xuemin_Lin_0001",1
"Xiaoyang_Wang_0002","Xuemin_Lin_0001",1
"Negar_Arabzadeh","Hossein_Fani",1
"Negar_Arabzadeh","Fattane_Zarrinkalam",1
"Negar_Arabzadeh","Ahmed_Navivala",1
"Negar_Arabzadeh","Ebrahim_Bagheri",1
"Hossein_Fani","Fattane_Zarrinkalam",2
"Hossein_Fani","Ahmed_Navivala",1
"Hossein_Fani","Ebrahim_Bagheri",2
"Fattane_Zarrinkalam","Ahmed_Navivala",1
"Fattane_Zarrinkalam","Ebrahim_Bagheri",2
"Ahmed_Navivala","Ebrahim_Bagheri",1
"Meng-Fen_Chiang","Ee-Peng_Lim",2
"Meng-Fen_Chiang","Wang-Chien_Lee",1
"Meng-Fen_Chiang","Tuan-Anh_Hoang",1
"Ee-Peng_Lim","Wang-Chien_Lee",1
"Ee-Peng_Lim","Tuan-Anh_Hoang",1
"Wang-Chien_Lee","Tuan-Anh_Hoang",1
"Michalis_Vazirgiannis","Fragkiskos_D._Malliaros",1
"Michalis_Vazirgiannis","Giannis_Nikolentzos",2
"Fragkiskos_D._Malliaros","Giannis_Nikolentzos",1
"Libing_Wu","Cong_Quan",1
"Libing_Wu","Chenliang_Li",1
"Libing_Wu","Donghong_Ji",1
"Cong_Quan","Chenliang_Li",1
"Cong_Quan","Donghong_Ji",1
"Chenliang_Li","Donghong_Ji",1
"Yongshun_Gong","Zhibin_Li_0002",1
"Yongshun_Gong","Jian_Zhang_0002",1
"Yongshun_Gong","Wei_Liu_0007",1
"Yongshun_Gong","Yu_Zheng",1
"Yongshun_Gong","Christina_Kirsch",1
"Zhibin_Li_0002","Jian_Zhang_0002",1
"Zhibin_Li_0002","Wei_Liu_0007",1
"Zhibin_Li_0002","Yu_Zheng",1
"Zhibin_Li_0002","Christina_Kirsch",1
"Jian_Zhang_0002","Wei_Liu_0007",1
"Jian_Zhang_0002","Yu_Zheng",1
"Jian_Zhang_0002","Christina_Kirsch",1
"Wei_Liu_0007","Yu_Zheng",1
"Wei_Liu_0007","Christina_Kirsch",1
"Yu_Zheng","Christina_Kirsch",1
"Yan_Xiao","Jiafeng_Guo",1
"Yan_Xiao","Yanyan_Lan",1
"Yan_Xiao","Jun_Xu_0001",1
"Yan_Xiao","Xueqi_Cheng",1
"Jiafeng_Guo","Yanyan_Lan",2
"Jiafeng_Guo","Jun_Xu_0001",2
"Jiafeng_Guo","Xueqi_Cheng",2
"Yanyan_Lan","Jun_Xu_0001",2
"Yanyan_Lan","Xueqi_Cheng",2
"Jun_Xu_0001","Xueqi_Cheng",2
"Yuxin_Su","Michael_R._Lyu",1
"Yuxin_Su","Irwin_King",1
"Michael_R._Lyu","Irwin_King",2
"Dhruv_Khattar","Vaibhav_Kumar",2
