"from","to","weight"
"Yue_Ning","Huzefa_Rangwala",2
"Yue_Ning","Naren_Ramakrishnan",2
"Huzefa_Rangwala","Naren_Ramakrishnan",2
"Zhan_Li","Olga_Papaemmanouil",1
"Zhan_Li","Mitch_Cherniack",1
"Olga_Papaemmanouil","Mitch_Cherniack",1
"Sandipan_Sikdar","Matteo_Marsili",1
"Sandipan_Sikdar","Niloy_Ganguly",1
"Sandipan_Sikdar","Animesh_Mukherjee_0001",1
"Matteo_Marsili","Niloy_Ganguly",1
"Matteo_Marsili","Animesh_Mukherjee_0001",1
"Niloy_Ganguly","Animesh_Mukherjee_0001",1
"Qi_Zhang_0001","Yeyun_Gong",1
"Qi_Zhang_0001","Jindou_Wu",1
"Qi_Zhang_0001","Haoran_Huang",1
"Qi_Zhang_0001","Xuanjing_Huang",2
"Yeyun_Gong","Jindou_Wu",1
"Yeyun_Gong","Haoran_Huang",1
"Yeyun_Gong","Xuanjing_Huang",1
"Jindou_Wu","Haoran_Huang",1
"Jindou_Wu","Xuanjing_Huang",1
"Haoran_Huang","Xuanjing_Huang",1
"Aleksandr_Chuklin","Maarten_de_Rijke",1
"Kan_Ren","Weinan_Zhang_0001",1
"Kan_Ren","Yifei_Rong",1
"Kan_Ren","Haifeng_Zhang_0002",1
"Kan_Ren","Yong_Yu_0001",1
"Kan_Ren","Jun_Wang_0012",1
"Weinan_Zhang_0001","Yifei_Rong",1
"Weinan_Zhang_0001","Haifeng_Zhang_0002",1
"Weinan_Zhang_0001","Yong_Yu_0001",1
"Weinan_Zhang_0001","Jun_Wang_0012",2
"Yifei_Rong","Haifeng_Zhang_0002",1
"Yifei_Rong","Yong_Yu_0001",1
"Yifei_Rong","Jun_Wang_0012",1
"Haifeng_Zhang_0002","Yong_Yu_0001",1
"Haifeng_Zhang_0002","Jun_Wang_0012",1
"Yong_Yu_0001","Jun_Wang_0012",1
"Shaojie_Tang","Jing_Yuan_0002",1
"Weize_Kong","James_Allan",1
"Zhaochun_Ren","Oana_Inel",1
"Zhaochun_Ren","Lora_Aroyo",1
"Zhaochun_Ren","Maarten_de_Rijke",1
"Oana_Inel","Lora_Aroyo",1
"Oana_Inel","Maarten_de_Rijke",1
"Lora_Aroyo","Maarten_de_Rijke",1
"Elham_Shaabani","Hamidreza_Alvari",1
"Elham_Shaabani","Paulo_Shakarian",1
"Elham_Shaabani","J._E._Kelly_Snyder",1
"Hamidreza_Alvari","Paulo_Shakarian",1
"Hamidreza_Alvari","J._E._Kelly_Snyder",1
"Paulo_Shakarian","J._E._Kelly_Snyder",1
"Hengfeng_Li","Lars_Kulik",1
"Hengfeng_Li","Kotagiri_Ramamohanarao",1
"Lars_Kulik","Kotagiri_Ramamohanarao",1
"Tong_Zhao_0002","Irwin_King",1
"Jiongqian_Liang","Srinivasan_Parthasarathy_0001",2
"Paris_Carbone","Jonas_Traub",1
"Paris_Carbone","Asterios_Katsifodimos",1
"Paris_Carbone","Seif_Haridi",1
"Paris_Carbone","Volker_Markl",1
"Jonas_Traub","Asterios_Katsifodimos",1
"Jonas_Traub","Seif_Haridi",1
"Jonas_Traub","Volker_Markl",1
"Asterios_Katsifodimos","Seif_Haridi",1
"Asterios_Katsifodimos","Volker_Markl",1
"Seif_Haridi","Volker_Markl",1
"Hagit_Grushka-Cohen","Oded_Sofer",1
"Hagit_Grushka-Cohen","Ofer_Biller",1
"Hagit_Grushka-Cohen","Bracha_Shapira",1
"Hagit_Grushka-Cohen","Lior_Rokach",1
"Oded_Sofer","Ofer_Biller",1
"Oded_Sofer","Bracha_Shapira",1
"Oded_Sofer","Lior_Rokach",1
"Ofer_Biller","Bracha_Shapira",1
"Ofer_Biller","Lior_Rokach",1
"Bracha_Shapira","Lior_Rokach",2
"Feifan_Fan","Yansong_Feng",1
"Feifan_Fan","Lili_Yao",1
"Feifan_Fan","Dongyan_Zhao_0001",1
"Yansong_Feng","Lili_Yao",1
"Yansong_Feng","Dongyan_Zhao_0001",1
"Lili_Yao","Dongyan_Zhao_0001",1
"Yiu-ming_Cheung","Jian_Lou_0001",1
"Chong_Wang","Achir_Kalra",1
"Chong_Wang","Cristian_Borcea",1
"Chong_Wang","Yi_Chen_0001",1
"Achir_Kalra","Cristian_Borcea",1
"Achir_Kalra","Yi_Chen_0001",1
"Cristian_Borcea","Yi_Chen_0001",1
"Takuya_Akiba","Yosuke_Yano",2
"Takuya_Akiba","Naoto_Mizuno",1
"Yosuke_Yano","Naoto_Mizuno",1
"Fuzhen_Zhuang","Ping_Luo_0001",1
"Fuzhen_Zhuang","Sinno_Jialin_Pan",1
"Fuzhen_Zhuang","Hui_Xiong_0001",1
"Fuzhen_Zhuang","Qing_He_0003",1
"Ping_Luo_0001","Sinno_Jialin_Pan",1
"Ping_Luo_0001","Hui_Xiong_0001",1
"Ping_Luo_0001","Qing_He_0003",2
"Sinno_Jialin_Pan","Hui_Xiong_0001",1
"Sinno_Jialin_Pan","Qing_He_0003",1
"Hui_Xiong_0001","Qing_He_0003",1
"Kashyap_Popat","Subhabrata_Mukherjee",1
"Kashyap_Popat","Jannik_Strötgen",1
"Kashyap_Popat","Gerhard_Weikum",1
"Subhabrata_Mukherjee","Jannik_Strötgen",1
"Subhabrata_Mukherjee","Gerhard_Weikum",2
"Jannik_Strötgen","Gerhard_Weikum",2
"Piyush_Bansal","Carsten_Eickhoff",1
"Piyush_Bansal","Thomas_Hofmann",1
"Carsten_Eickhoff","Thomas_Hofmann",2
"Tuan-Anh_Hoang-Vu","Huy_T._Vo",1
"Tuan-Anh_Hoang-Vu","Juliana_Freire",1
"Ting_Hua","Xuchao_Zhang",1
"Ting_Hua","Wei_Wang_0064",1
"Ting_Hua","Chang-Tien_Lu",1
"Ting_Hua","Naren_Ramakrishnan",1
"Xuchao_Zhang","Wei_Wang_0064",1
"Xuchao_Zhang","Chang-Tien_Lu",2
"Xuchao_Zhang","Naren_Ramakrishnan",1
"Wei_Wang_0064","Chang-Tien_Lu",1
"Chang-Tien_Lu","Naren_Ramakrishnan",3
"Matthew_Ekstrand-Abueg","Richard_McCreadie",1
"Matthew_Ekstrand-Abueg","Virgil_Pavlu",1
"Matthew_Ekstrand-Abueg","Fernando_Diaz_0001",1
"Richard_McCreadie","Virgil_Pavlu",1
"Richard_McCreadie","Fernando_Diaz_0001",1
"Virgil_Pavlu","Fernando_Diaz_0001",1
"Pengfei_Li","Mark_Sanderson",1
"Pengfei_Li","Mark_James_Carman",1
"Pengfei_Li","Falk_Scholer",1
"Mark_Sanderson","Mark_James_Carman",1
"Mark_Sanderson","Falk_Scholer",1
"Mark_James_Carman","Falk_Scholer",1
"Henry_S._Vieira","Altigran_Soares_da_Silva",1
"Henry_S._Vieira","Pável_Calado",1
"Henry_S._Vieira","Marco_Cristo",1
"Henry_S._Vieira","Edleno_Silva_de_Moura",1
"Altigran_Soares_da_Silva","Pável_Calado",1
"Altigran_Soares_da_Silva","Marco_Cristo",1
"Altigran_Soares_da_Silva","Edleno_Silva_de_Moura",1
"Pável_Calado","Marco_Cristo",1
"Pável_Calado","Edleno_Silva_de_Moura",1
"Marco_Cristo","Edleno_Silva_de_Moura",1
"Zhichen_Gong","Huanhuan_Chen",1
"Li_Jin","Zhuonan_Feng",1
"Li_Jin","Ling_Feng",1
"Zhuonan_Feng","Ling_Feng",1
"Xuezhi_Cao","Yong_Yu_0001",1
"Kosetsu_Tsukuda","Masahiro_Hamasaki",1
"Kosetsu_Tsukuda","Masataka_Goto",1
"Masahiro_Hamasaki","Masataka_Goto",1
"Xiaoyi_Fan","Feng_Wang_0001",1
"Xiaoyi_Fan","Jiangchuan_Liu",1
"Feng_Wang_0001","Jiangchuan_Liu",1
"Thanh-Nam_Doan","Ee-Peng_Lim",1
"Brian_Brost","Yevgeny_Seldin",1
"Brian_Brost","Ingemar_J._Cox",1
"Brian_Brost","Christina_Lioma",1
"Yevgeny_Seldin","Ingemar_J._Cox",1
"Yevgeny_Seldin","Christina_Lioma",1
"Ingemar_J._Cox","Christina_Lioma",1
"Bin_Tong","Martin_Klinkigt",1
"Bin_Tong","Makoto_Iwayama",1
"Bin_Tong","Yoshiyuki_Kobayashi",1
"Bin_Tong","Anshuman_Sahu",1
"Bin_Tong","Ravigopal_Vennelakanti",1
"Martin_Klinkigt","Makoto_Iwayama",1
"Martin_Klinkigt","Yoshiyuki_Kobayashi",1
"Martin_Klinkigt","Anshuman_Sahu",1
"Martin_Klinkigt","Ravigopal_Vennelakanti",1
"Makoto_Iwayama","Yoshiyuki_Kobayashi",1
"Makoto_Iwayama","Anshuman_Sahu",1
"Makoto_Iwayama","Ravigopal_Vennelakanti",1
"Yoshiyuki_Kobayashi","Anshuman_Sahu",1
"Yoshiyuki_Kobayashi","Ravigopal_Vennelakanti",1
"Anshuman_Sahu","Ravigopal_Vennelakanti",1
"Chao_Huang_0001","Xian_Wu",1
"Chao_Huang_0001","Dong_Wang_0002",4
"Xian_Wu","Dong_Wang_0002",1
"Fangzhao_Wu","Sixing_Wu",1
"Fangzhao_Wu","Yongfeng_Huang_0001",1
"Fangzhao_Wu","Songfang_Huang",1
"Fangzhao_Wu","Yong_Qin",1
"Sixing_Wu","Yongfeng_Huang_0001",1
"Sixing_Wu","Songfang_Huang",1
"Sixing_Wu","Yong_Qin",1
"Yongfeng_Huang_0001","Songfang_Huang",1
"Yongfeng_Huang_0001","Yong_Qin",1
"Songfang_Huang","Yong_Qin",1
"Jiafeng_Guo","Yixing_Fan",2
"Jiafeng_Guo","Qingyao_Ai",3
"Jiafeng_Guo","W._Bruce_Croft",3
"Yixing_Fan","Qingyao_Ai",2
"Yixing_Fan","W._Bruce_Croft",2
"Qingyao_Ai","W._Bruce_Croft",3
"Suhang_Wang","Jiliang_Tang",3
"Suhang_Wang","Charu_C._Aggarwal",1
"Suhang_Wang","Huan_Liu_0001",3
"Jiliang_Tang","Charu_C._Aggarwal",2
"Jiliang_Tang","Huan_Liu_0001",6
"Charu_C._Aggarwal","Huan_Liu_0001",2
"Kaiqi_Zhao_0001","Gao_Cong",1
"Kaiqi_Zhao_0001","Aixin_Sun",1
"Xin_Wang_0030","Junhu_Wang",1
"Xin_Wang_0030","Xiaowang_Zhang",1
"Junhu_Wang","Xiaowang_Zhang",1
"Zhuyun_Dai","Chenyan_Xiong",1
"Zhuyun_Dai","Jamie_Callan",1
"Chenyan_Xiong","Jamie_Callan",1
"Xing_Wang_0011","Jessica_Lin_0001",1
"Xing_Wang_0011","Nital_Patel",1
"Xing_Wang_0011","Martin_Braun",1
"Jessica_Lin_0001","Nital_Patel",1
"Jessica_Lin_0001","Martin_Braun",1
"Nital_Patel","Martin_Braun",1
"Amine_Roukh","Ladjel_Bellatreche",1
"Amine_Roukh","Carlos_Ordonez_0001",1
"Ladjel_Bellatreche","Carlos_Ordonez_0001",1
"Xianzhi_Wang_0001","Quan_Z._Sheng",2
"Xianzhi_Wang_0001","Lina_Yao",2
"Xianzhi_Wang_0001","Xue_Li_0001",2
"Xianzhi_Wang_0001","Xiu_Susie_Fang",2
"Xianzhi_Wang_0001","Xiaofei_Xu",2
"Xianzhi_Wang_0001","Boualem_Benatallah",2
"Quan_Z._Sheng","Lina_Yao",3
"Quan_Z._Sheng","Xiu_Susie_Fang",2
"Quan_Z._Sheng","Xiaofei_Xu",2
"Quan_Z._Sheng","Boualem_Benatallah",2
"Lina_Yao","Xue_Li_0001",2
"Lina_Yao","Xiu_Susie_Fang",2
"Lina_Yao","Xiaofei_Xu",2
"Lina_Yao","Boualem_Benatallah",2
"Xue_Li_0001","Xiu_Susie_Fang",2
"Xue_Li_0001","Xiaofei_Xu",2
"Xue_Li_0001","Boualem_Benatallah",2
"Xiu_Susie_Fang","Xiaofei_Xu",2
"Xiu_Susie_Fang","Boualem_Benatallah",2
"Xiaofei_Xu","Boualem_Benatallah",2
"Daniel_Preotiuc-Pietro","Jordan_Carpenter",1
"Daniel_Preotiuc-Pietro","Salvatore_Giorgi",1
"Daniel_Preotiuc-Pietro","Lyle_H._Ungar",2
"Jordan_Carpenter","Salvatore_Giorgi",1
"Jordan_Carpenter","Lyle_H._Ungar",1
"Salvatore_Giorgi","Lyle_H._Ungar",1
"Shu_Chen","Ran_Wei",1
"Shu_Chen","Diana_Popova",1
"Shu_Chen","Alex_Thomo",1
"Ran_Wei","Diana_Popova",1
"Ran_Wei","Alex_Thomo",1
"Diana_Popova","Alex_Thomo",1
"Rui_Yan","Yiping_Song",1
"Rui_Yan","Xiangyang_Zhou",1
"Rui_Yan","Hua_Wu_0003",1
"Yiping_Song","Xiangyang_Zhou",1
"Yiping_Song","Hua_Wu_0003",1
"Xiangyang_Zhou","Hua_Wu_0003",1
"Qin_Liu","Zhenguo_Li",1
"Qin_Liu","John_C._S._Lui",1
"Qin_Liu","Jiefeng_Cheng",1
"Zhenguo_Li","John_C._S._Lui",1
"Zhenguo_Li","Jiefeng_Cheng",1
"John_C._S._Lui","Jiefeng_Cheng",1
"Quanzhi_Li","Sameena_Shah",6
"Quanzhi_Li","Armineh_Nourbakhsh",5
"Quanzhi_Li","Xiaomo_Liu",5
"Quanzhi_Li","Rui_Fang",6
"Sanguthevar_Rajasekaran","Subrata_Saha",1
"Zhi_Liu","Yan_Huang_0002",1
"Yuhao_Zhang","Wenji_Mao",1
"Yuhao_Zhang","Daniel_Dajun_Zeng",1
"Wenji_Mao","Daniel_Dajun_Zeng",1
"Xin_Jin_0010","Daniel_Agun",1
"Xin_Jin_0010","Tao_Yang_0009",1
"Xin_Jin_0010","Qinghao_Wu",1
"Xin_Jin_0010","Yifan_Shen",1
"Xin_Jin_0010","Susen_Zhao",1
"Daniel_Agun","Tao_Yang_0009",1
"Daniel_Agun","Qinghao_Wu",1
"Daniel_Agun","Yifan_Shen",1
"Daniel_Agun","Susen_Zhao",1
"Tao_Yang_0009","Qinghao_Wu",1
"Tao_Yang_0009","Yifan_Shen",1
"Tao_Yang_0009","Susen_Zhao",1
"Qinghao_Wu","Yifan_Shen",1
"Qinghao_Wu","Susen_Zhao",1
"Yifan_Shen","Susen_Zhao",1
"Besnik_Fetahu","Katja_Markert",1
"Besnik_Fetahu","Wolfgang_Nejdl",1
"Besnik_Fetahu","Avishek_Anand",1
"Katja_Markert","Wolfgang_Nejdl",1
"Katja_Markert","Avishek_Anand",1
"Wolfgang_Nejdl","Avishek_Anand",1
"Zhifei_Zhang","Yang_Song",1
"Zhifei_Zhang","Wei_Wang_0063",1
"Zhifei_Zhang","Hairong_Qi",1
"Yang_Song","Wei_Wang_0063",1
"Yang_Song","Hairong_Qi",1
"Wei_Wang_0063","Hairong_Qi",1
"Liangyue_Li","Hanghang_Tong",2
"Liangyue_Li","Nan_Cao",1
"Liangyue_Li","Kate_Ehrlich",1
"Liangyue_Li","Yu-Ru_Lin",1
"Liangyue_Li","Norbou_Buchler",1
"Hanghang_Tong","Nan_Cao",1
"Hanghang_Tong","Kate_Ehrlich",1
"Hanghang_Tong","Yu-Ru_Lin",1
"Hanghang_Tong","Norbou_Buchler",1
"Nan_Cao","Kate_Ehrlich",1
"Nan_Cao","Yu-Ru_Lin",1
"Nan_Cao","Norbou_Buchler",1
"Kate_Ehrlich","Yu-Ru_Lin",1
"Kate_Ehrlich","Norbou_Buchler",1
"Yu-Ru_Lin","Norbou_Buchler",1
"Swarup_Chandra","Ahsanul_Haque",2
"Swarup_Chandra","Latifur_Khan",2
"Swarup_Chandra","Charu_C._Aggarwal",2
"Ahsanul_Haque","Latifur_Khan",2
"Ahsanul_Haque","Charu_C._Aggarwal",2
"Latifur_Khan","Charu_C._Aggarwal",2
"Sumit_Negi","Santanu_Chaudhury",1
"Leonid_Boytsov","David_Novak",1
"Leonid_Boytsov","Yury_Malkov",1
"Leonid_Boytsov","Eric_Nyberg",1
"David_Novak","Yury_Malkov",1
"David_Novak","Eric_Nyberg",1
"Yury_Malkov","Eric_Nyberg",1
"Wei_Lu_0006","Korris_Fu-Lai_Chung",1
"Wei_Lu_0006","Kunfeng_Lai",1
"Korris_Fu-Lai_Chung","Kunfeng_Lai",1
"Chong_Peng","Zhao_Kang",2
"Chong_Peng","Ming_Yang",2
"Chong_Peng","Qiang_Cheng",2
"Zhao_Kang","Ming_Yang",2
"Zhao_Kang","Qiang_Cheng",2
"Ming_Yang","Qiang_Cheng",2
"Zhenghua_Xu","Cheng_Chen_0002",1
"Zhenghua_Xu","Thomas_Lukasiewicz",1
"Zhenghua_Xu","Yishu_Miao",1
"Zhenghua_Xu","Xiangwu_Meng",1
"Cheng_Chen_0002","Thomas_Lukasiewicz",1
"Cheng_Chen_0002","Yishu_Miao",1
"Cheng_Chen_0002","Xiangwu_Meng",1
"Thomas_Lukasiewicz","Yishu_Miao",1
"Thomas_Lukasiewicz","Xiangwu_Meng",1
"Yishu_Miao","Xiangwu_Meng",1
"Hoang_Anh_Dau","Nurjahan_Begum",1
"Hoang_Anh_Dau","Eamonn_J._Keogh",1
"Nurjahan_Begum","Eamonn_J._Keogh",1
"Ignacio_Fernández-Tobías","Roi_Blanco",1
"Roohollah_Etemadi","Jianguo_Lu",1
"Roohollah_Etemadi","Yung_H._Tsin",1
"Jianguo_Lu","Yung_H._Tsin",1
"Jaewon_Kim","Paul_Thomas",1
"Jaewon_Kim","Ramesh_Sankaranarayana",1
"Jaewon_Kim","Tom_Gedeon",1
"Jaewon_Kim","Hwan-Jin_Yoon",1
"Paul_Thomas","Ramesh_Sankaranarayana",1
"Paul_Thomas","Tom_Gedeon",1
"Paul_Thomas","Hwan-Jin_Yoon",1
"Ramesh_Sankaranarayana","Tom_Gedeon",1
"Ramesh_Sankaranarayana","Hwan-Jin_Yoon",1
"Tom_Gedeon","Hwan-Jin_Yoon",1
"Christophe_Van_Gysel","Maarten_de_Rijke",2
"Christophe_Van_Gysel","Evangelos_Kanoulas",1
"Maarten_de_Rijke","Evangelos_Kanoulas",1
"Ryan_A._Rossi","Rong_Zhou_0001",1
"David_Maxwell","Leif_Azzopardi",1
"Xiaomo_Liu","Armineh_Nourbakhsh",5
"Gjergji_Kasneci","Thomas_Gottron",1
"Thomas_Niebler","Martin_Becker_0003",1
"Thomas_Niebler","Daniel_Zoller",1
"Thomas_Niebler","Stephan_Doerfel",1
"Thomas_Niebler","Andreas_Hotho",1
"Martin_Becker_0003","Daniel_Zoller",1
"Martin_Becker_0003","Stephan_Doerfel",1
"Martin_Becker_0003","Andreas_Hotho",2
"Daniel_Zoller","Stephan_Doerfel",1
"Daniel_Zoller","Andreas_Hotho",1
"Stephan_Doerfel","Andreas_Hotho",1
"Dmitry_Lagun","Donal_McMahon",1
"Dmitry_Lagun","Vidhya_Navalpakkam",1
"Donal_McMahon","Vidhya_Navalpakkam",1
"Chenghao_Liu","Steven_C._H._Hoi",1
"Chenghao_Liu","Peilin_Zhao",1
"Chenghao_Liu","Jianling_Sun",1
