"from","to","weight"
"Yaocheng_Chang","Xiaoli_Li_0001",1
"Yaocheng_Chang","Chunjing_Xiao",1
"Xiaoqing_Liu","Sujatha_Das_Gollapalli",1
"Xiaoqing_Liu","Xiaoli_Li_0001",1
"Xiaoqing_Liu","Chunjing_Xiao",1
"Sujatha_Das_Gollapalli","Xiaoli_Li_0001",1
"Sujatha_Das_Gollapalli","Chunjing_Xiao",1
"Xiaoli_Li_0001","Chunjing_Xiao",1
"Sunjae_Kwon","Youngjoong_Ko",1
"Sunjae_Kwon","Jungyun_Seo",1
"Youngjoong_Ko","Jungyun_Seo",1
"Minh_C._Phan","Aixin_Sun",1
"Minh_C._Phan","Yi_Tay",2
"Minh_C._Phan","Jialong_Han",1
"Minh_C._Phan","Chenliang_Li",1
"Aixin_Sun","Yi_Tay",1
"Aixin_Sun","Jialong_Han",2
"Aixin_Sun","Chenliang_Li",1
"Yi_Tay","Jialong_Han",1
"Yi_Tay","Chenliang_Li",1
"Jialong_Han","Chenliang_Li",1
"Adit_Krishnan","Aravind_Sankar",1
"Adit_Krishnan","Shi_Zhi",1
"Adit_Krishnan","Jiawei_Han_0001",1
"Aravind_Sankar","Shi_Zhi",1
"Aravind_Sankar","Jiawei_Han_0001",1
"Shi_Zhi","Jiawei_Han_0001",2
"Qinghao_Hu","Jiaxiang_Wu",1
"Qinghao_Hu","Lu_Bai_0001",1
"Qinghao_Hu","Yifan_Zhang_0001",1
"Qinghao_Hu","Jian_Cheng_0001",1
"Jiaxiang_Wu","Lu_Bai_0001",1
"Jiaxiang_Wu","Yifan_Zhang_0001",1
"Jiaxiang_Wu","Jian_Cheng_0001",1
"Lu_Bai_0001","Yifan_Zhang_0001",1
"Lu_Bai_0001","Jian_Cheng_0001",1
"Yifan_Zhang_0001","Jian_Cheng_0001",1
"Endong_Zhu","Yanghui_Rao",1
"Endong_Zhu","Haoran_Xie_0001",1
"Endong_Zhu","Yuwei_Liu",1
"Endong_Zhu","Jian_Yin_0001",1
"Endong_Zhu","Fu_Lee_Wang",1
"Yanghui_Rao","Haoran_Xie_0001",1
"Yanghui_Rao","Yuwei_Liu",1
"Yanghui_Rao","Jian_Yin_0001",1
"Yanghui_Rao","Fu_Lee_Wang",1
"Haoran_Xie_0001","Yuwei_Liu",1
"Haoran_Xie_0001","Jian_Yin_0001",1
"Haoran_Xie_0001","Fu_Lee_Wang",1
"Yuwei_Liu","Jian_Yin_0001",1
"Yuwei_Liu","Fu_Lee_Wang",1
"Jian_Yin_0001","Fu_Lee_Wang",1
"Qiongkai_Xu","Qing_Wang_0002",1
"Qiongkai_Xu","Chenchen_Xu",1
"Qiongkai_Xu","Lizhen_Qu",1
"Qing_Wang_0002","Chenchen_Xu",1
"Qing_Wang_0002","Lizhen_Qu",1
"Chenchen_Xu","Lizhen_Qu",1
"Evgeny_Kharlamov","Luca_Giacomelli",1
"Evgeny_Kharlamov","Evgeny_Sherkhonov",1
"Evgeny_Kharlamov","Bernardo_Cuenca_Grau",1
"Evgeny_Kharlamov","Egor_V._Kostylev",1
"Evgeny_Kharlamov","Ian_Horrocks",4
"Luca_Giacomelli","Evgeny_Sherkhonov",1
"Luca_Giacomelli","Bernardo_Cuenca_Grau",1
"Luca_Giacomelli","Egor_V._Kostylev",1
"Luca_Giacomelli","Ian_Horrocks",1
"Evgeny_Sherkhonov","Bernardo_Cuenca_Grau",1
"Evgeny_Sherkhonov","Egor_V._Kostylev",1
"Evgeny_Sherkhonov","Ian_Horrocks",1
"Bernardo_Cuenca_Grau","Egor_V._Kostylev",1
"Bernardo_Cuenca_Grau","Ian_Horrocks",1
"Egor_V._Kostylev","Ian_Horrocks",1
"Nina_Hubig","Linnea_Passing",1
"Nina_Hubig","Maximilian_E._Schüle",1
"Nina_Hubig","Dimitri_Vorona",1
"Nina_Hubig","Alfons_Kemper",1
"Nina_Hubig","Thomas_Neumann_0001",1
"Linnea_Passing","Maximilian_E._Schüle",1
"Linnea_Passing","Dimitri_Vorona",1
"Linnea_Passing","Alfons_Kemper",1
"Linnea_Passing","Thomas_Neumann_0001",1
"Maximilian_E._Schüle","Dimitri_Vorona",1
"Maximilian_E._Schüle","Alfons_Kemper",1
"Maximilian_E._Schüle","Thomas_Neumann_0001",1
"Dimitri_Vorona","Alfons_Kemper",1
"Dimitri_Vorona","Thomas_Neumann_0001",1
"Alfons_Kemper","Thomas_Neumann_0001",1
"Yu_Zhang_0044","Wei_Wei_0019",1
"Yu_Zhang_0044","Binxuan_Huang",1
"Yu_Zhang_0044","Kathleen_M._Carley",1
"Yu_Zhang_0044","Yan_Zhang",1
"Wei_Wei_0019","Binxuan_Huang",1
"Wei_Wei_0019","Kathleen_M._Carley",1
"Wei_Wei_0019","Yan_Zhang",1
"Binxuan_Huang","Kathleen_M._Carley",1
"Binxuan_Huang","Yan_Zhang",1
"Kathleen_M._Carley","Yan_Zhang",1
"Gaurav_Baruah","Richard_McCreadie",1
"Gaurav_Baruah","Jimmy_Lin",1
"Richard_McCreadie","Jimmy_Lin",1
"Xuntao_Cheng","Bingsheng_He",1
"Xuntao_Cheng","Xiaoli_Du",1
"Xuntao_Cheng","Chiew_Tong_Lau",1
"Bingsheng_He","Xiaoli_Du",1
"Bingsheng_He","Chiew_Tong_Lau",1
"Xiaoli_Du","Chiew_Tong_Lau",1
"Wei_Zhao","Wei_Xu",1
"Wei_Zhao","Min_Yang_0007",1
"Wei_Zhao","Jianbo_Ye",1
"Wei_Zhao","Zhou_Zhao",1
"Wei_Zhao","Yabing_Feng",1
"Wei_Zhao","Yu_Qiao_0001",1
"Wei_Xu","Min_Yang_0007",1
"Wei_Xu","Jianbo_Ye",1
"Wei_Xu","Zhou_Zhao",1
"Wei_Xu","Yabing_Feng",1
"Wei_Xu","Yu_Qiao_0001",1
"Min_Yang_0007","Jianbo_Ye",1
"Min_Yang_0007","Zhou_Zhao",2
"Min_Yang_0007","Yabing_Feng",1
"Min_Yang_0007","Yu_Qiao_0001",1
"Jianbo_Ye","Zhou_Zhao",1
"Jianbo_Ye","Yabing_Feng",1
"Jianbo_Ye","Yu_Qiao_0001",1
"Zhou_Zhao","Yabing_Feng",1
"Zhou_Zhao","Yu_Qiao_0001",1
"Yabing_Feng","Yu_Qiao_0001",1
"Hoang_Tam_Vo","Lenin_Mehedy",1
"Hoang_Tam_Vo","Mukesh_K._Mohania",1
"Hoang_Tam_Vo","Ermyas_Abebe",1
"Lenin_Mehedy","Mukesh_K._Mohania",1
"Lenin_Mehedy","Ermyas_Abebe",1
"Mukesh_K._Mohania","Ermyas_Abebe",1
"Sutapa_Mondal","Manish_Shukla_0001",1
"Sutapa_Mondal","Sachin_Lodha",1
"Manish_Shukla_0001","Sachin_Lodha",1
"Arun_V._Sathanur","Sutanay_Choudhury",1
"Arun_V._Sathanur","Cliff_A._Joslyn",1
"Arun_V._Sathanur","Sumit_Purohit",1
"Sutanay_Choudhury","Cliff_A._Joslyn",1
"Sutanay_Choudhury","Sumit_Purohit",2
"Cliff_A._Joslyn","Sumit_Purohit",1
"Jiajun_Cheng","Shenglin_Zhao",1
"Jiajun_Cheng","Jiani_Zhang_0001",1
"Jiajun_Cheng","Irwin_King",1
"Jiajun_Cheng","Xin_Zhang_0018",1
"Jiajun_Cheng","Hui_Wang_0030",1
"Shenglin_Zhao","Jiani_Zhang_0001",1
"Shenglin_Zhao","Irwin_King",1
"Shenglin_Zhao","Xin_Zhang_0018",1
"Shenglin_Zhao","Hui_Wang_0030",1
"Jiani_Zhang_0001","Irwin_King",2
"Jiani_Zhang_0001","Xin_Zhang_0018",1
"Jiani_Zhang_0001","Hui_Wang_0030",1
"Irwin_King","Xin_Zhang_0018",1
"Irwin_King","Hui_Wang_0030",1
"Xin_Zhang_0018","Hui_Wang_0030",1
"Yixuan_Tang","Weilong_Huang",1
"Yixuan_Tang","Qi_Liu",1
"Yixuan_Tang","Anthony_K._H._Tung",1
"Yixuan_Tang","Xiaoli_Wang",1
"Yixuan_Tang","Jisong_Yang",1
"Yixuan_Tang","Beibei_Zhang",1
"Weilong_Huang","Qi_Liu",1
"Weilong_Huang","Anthony_K._H._Tung",1
"Weilong_Huang","Xiaoli_Wang",1
"Weilong_Huang","Jisong_Yang",1
"Weilong_Huang","Beibei_Zhang",1
"Qi_Liu","Anthony_K._H._Tung",1
"Qi_Liu","Xiaoli_Wang",1
"Qi_Liu","Jisong_Yang",1
"Qi_Liu","Beibei_Zhang",1
"Anthony_K._H._Tung","Xiaoli_Wang",1
"Anthony_K._H._Tung","Jisong_Yang",1
"Anthony_K._H._Tung","Beibei_Zhang",1
"Xiaoli_Wang","Jisong_Yang",1
"Xiaoli_Wang","Beibei_Zhang",1
"Jisong_Yang","Beibei_Zhang",1
"Mohammad_Hossein_Namaki","Yinghui_Wu",2
"Mohammad_Hossein_Namaki","Qi_Song",1
"Mohammad_Hossein_Namaki","Peng_Lin",2
"Mohammad_Hossein_Namaki","Tingjian_Ge",1
"Yinghui_Wu","Qi_Song",1
"Yinghui_Wu","Tingjian_Ge",1
"Qi_Song","Peng_Lin",1
"Qi_Song","Tingjian_Ge",1
"Peng_Lin","Tingjian_Ge",1
"Zhao_Meng","Lili_Mou",1
"Zhao_Meng","Zhi_Jin",1
"Lili_Mou","Zhi_Jin",1
"Joyce_Jiyoung_Whang","Inderjit_S._Dhillon",1
"Nguyen_Lu_Dang_Khoa","Ali_Anaissi",1
"Nguyen_Lu_Dang_Khoa","Yang_Wang",1
"Ali_Anaissi","Yang_Wang",1
"Yoonsuk_Kang","Yong-Yeon_Jo",1
"Yoonsuk_Kang","Jaehyuk_Cha",1
"Yoonsuk_Kang","Wan_D._Bae",1
"Yoonsuk_Kang","Sang-Wook_Kim",1
"Yong-Yeon_Jo","Jaehyuk_Cha",1
"Yong-Yeon_Jo","Wan_D._Bae",1
"Yong-Yeon_Jo","Sang-Wook_Kim",1
"Jaehyuk_Cha","Wan_D._Bae",1
"Jaehyuk_Cha","Sang-Wook_Kim",1
"Wan_D._Bae","Sang-Wook_Kim",1
"Rishabh_Mehrotra","Ahmed_Hassan_Awadallah",1
"Rishabh_Mehrotra","Milad_Shokouhi",1
"Rishabh_Mehrotra","Emine_Yilmaz",2
"Rishabh_Mehrotra","Imed_Zitouni",1
"Rishabh_Mehrotra","Ahmed_El_Kholy",1
"Rishabh_Mehrotra","Madian_Khabsa",1
"Ahmed_Hassan_Awadallah","Milad_Shokouhi",1
"Ahmed_Hassan_Awadallah","Emine_Yilmaz",1
"Ahmed_Hassan_Awadallah","Imed_Zitouni",2
"Ahmed_Hassan_Awadallah","Ahmed_El_Kholy",1
"Ahmed_Hassan_Awadallah","Madian_Khabsa",2
"Milad_Shokouhi","Emine_Yilmaz",1
"Milad_Shokouhi","Imed_Zitouni",1
"Milad_Shokouhi","Ahmed_El_Kholy",1
"Milad_Shokouhi","Madian_Khabsa",1
"Emine_Yilmaz","Imed_Zitouni",1
"Emine_Yilmaz","Ahmed_El_Kholy",1
"Emine_Yilmaz","Madian_Khabsa",1
"Imed_Zitouni","Ahmed_El_Kholy",1
"Imed_Zitouni","Madian_Khabsa",1
"Ahmed_El_Kholy","Madian_Khabsa",1
"Behrooz_Mansouri","Mohammad_Sadegh_Zahedi",1
"Behrooz_Mansouri","Maseud_Rahgozar",1
"Behrooz_Mansouri","Farhad_Oroumchian",1
"Behrooz_Mansouri","Ricardo_Campos_0001",1
"Mohammad_Sadegh_Zahedi","Maseud_Rahgozar",1
"Mohammad_Sadegh_Zahedi","Farhad_Oroumchian",1
"Mohammad_Sadegh_Zahedi","Ricardo_Campos_0001",1
"Maseud_Rahgozar","Farhad_Oroumchian",1
"Maseud_Rahgozar","Ricardo_Campos_0001",1
"Farhad_Oroumchian","Ricardo_Campos_0001",1
"Sebastian_Kruse_0001","David_Hahn",1
"Sebastian_Kruse_0001","Marius_Walter",1
"Sebastian_Kruse_0001","Felix_Naumann",1
"David_Hahn","Marius_Walter",1
"David_Hahn","Felix_Naumann",1
"Marius_Walter","Felix_Naumann",1
"Jing_Li","Pengjie_Ren",1
"Jing_Li","Zhumin_Chen",1
"Jing_Li","Zhaochun_Ren",1
"Jing_Li","Tao_Lian",1
"Jing_Li","Jun_Ma_0001",1
"Pengjie_Ren","Zhumin_Chen",1
"Pengjie_Ren","Zhaochun_Ren",1
"Pengjie_Ren","Tao_Lian",1
"Pengjie_Ren","Jun_Ma_0001",1
"Zhumin_Chen","Zhaochun_Ren",1
"Zhumin_Chen","Tao_Lian",1
"Zhumin_Chen","Jun_Ma_0001",1
"Zhaochun_Ren","Tao_Lian",1
"Zhaochun_Ren","Jun_Ma_0001",1
"Tao_Lian","Jun_Ma_0001",1
"Chenguang_Wang","Yangqiu_Song",1
"Chenguang_Wang","Haoran_Li_0003",1
"Chenguang_Wang","Yizhou_Sun",1
"Chenguang_Wang","Ming_Zhang_0004",1
"Chenguang_Wang","Jiawei_Han_0001",1
"Yangqiu_Song","Haoran_Li_0003",1
"Yangqiu_Song","Yizhou_Sun",1
"Yangqiu_Song","Ming_Zhang_0004",1
"Yangqiu_Song","Jiawei_Han_0001",1
"Haoran_Li_0003","Yizhou_Sun",1
"Haoran_Li_0003","Ming_Zhang_0004",1
"Haoran_Li_0003","Jiawei_Han_0001",1
"Yizhou_Sun","Ming_Zhang_0004",1
"Yizhou_Sun","Jiawei_Han_0001",1
"Ming_Zhang_0004","Jiawei_Han_0001",2
"Ariyam_Das","Ishan_Upadhyaya",1
"Ariyam_Das","Xiangrui_Meng",1
"Ariyam_Das","Ameet_Talwalkar",1
"Ishan_Upadhyaya","Xiangrui_Meng",1
"Ishan_Upadhyaya","Ameet_Talwalkar",1
"Xiangrui_Meng","Ameet_Talwalkar",1
"Xian_Teng","Yu-Ru_Lin",1
"Xian_Teng","Xidao_Wen",1
"Yu-Ru_Lin","Xidao_Wen",1
"Luca_Soldaini","Andrew_Yates",1
"Luca_Soldaini","Nazli_Goharian",1
"Andrew_Yates","Nazli_Goharian",1
"Qiang_Chen","Chenliang_Li",1
"Qiang_Chen","Wenjie_Li_0002",1
"Chenliang_Li","Wenjie_Li_0002",1
"Shuo_Han","Lei_Zou_0001",1
"Shuo_Han","Jeffrey_Xu_Yu",1
"Shuo_Han","Dongyan_Zhao_0001",1
"Lei_Zou_0001","Jeffrey_Xu_Yu",2
"Lei_Zou_0001","Dongyan_Zhao_0001",1
"Jeffrey_Xu_Yu","Dongyan_Zhao_0001",1
"Hongzhi_Wang_0001","Xiaoou_Ding",1
"Hongzhi_Wang_0001","Xiangying_Chen",1
"Hongzhi_Wang_0001","Jianzhong_Li_0001",1
"Hongzhi_Wang_0001","Hong_Gao_0001",1
"Xiaoou_Ding","Xiangying_Chen",1
"Xiaoou_Ding","Jianzhong_Li_0001",1
"Xiaoou_Ding","Hong_Gao_0001",1
"Xiangying_Chen","Jianzhong_Li_0001",1
"Xiangying_Chen","Hong_Gao_0001",1
"Yao_Zhang_0009","Yun_Xiong",1
"Yao_Zhang_0009","Xiangnan_Kong",1
"Yao_Zhang_0009","Yangyong_Zhu",1
"Yun_Xiong","Xiangnan_Kong",1
"Yun_Xiong","Yangyong_Zhu",1
"Xiangnan_Kong","Yangyong_Zhu",1
"Hannah_Bast","Björn_Buchhold",1
"Sara_Mumtaz","Xiaoyang_Wang",1
"Arif_Arman","Mohammed_Eunus_Ali",1
"Arif_Arman","Farhana_Murtaza_Choudhury",1
"Arif_Arman","Kaysar_Abdullah",1
"Mohammed_Eunus_Ali","Farhana_Murtaza_Choudhury",1
"Mohammed_Eunus_Ali","Kaysar_Abdullah",1
"Farhana_Murtaza_Choudhury","Kaysar_Abdullah",1
"Nick_G._Duffield","Yunhong_Xu",1
"Nick_G._Duffield","Liangzhen_Xia",1
"Nick_G._Duffield","Nesreen_K._Ahmed",1
"Nick_G._Duffield","Minlan_Yu",1
"Yunhong_Xu","Liangzhen_Xia",1
"Yunhong_Xu","Nesreen_K._Ahmed",1
"Yunhong_Xu","Minlan_Yu",1
"Liangzhen_Xia","Nesreen_K._Ahmed",1
"Liangzhen_Xia","Minlan_Yu",1
"Nesreen_K._Ahmed","Minlan_Yu",1
"Harrie_Oosterhuis","Maarten_de_Rijke",2
"Xia_Hu","Shuiwang_Ji",1
"Felan_Carlo_C._Garcia","Erees_Queen_B._Macabebe",1
"Meng_Pang","Yiu-ming_Cheung",1
"Meng_Pang","Binghui_Wang",1
"Meng_Pang","Risheng_Liu",1
"Yiu-ming_Cheung","Binghui_Wang",1
"Yiu-ming_Cheung","Risheng_Liu",1
"Binghui_Wang","Risheng_Liu",1
"Hongwei_Wang_0004","Jia_Wang",1
"Hongwei_Wang_0004","Miao_Zhao",1
"Hongwei_Wang_0004","Jiannong_Cao_0001",1
"Hongwei_Wang_0004","Minyi_Guo",1
"Jia_Wang","Miao_Zhao",1
"Jia_Wang","Jiannong_Cao_0001",1
"Jia_Wang","Minyi_Guo",1
"Miao_Zhao","Jiannong_Cao_0001",1
"Miao_Zhao","Minyi_Guo",1
"Jiannong_Cao_0001","Minyi_Guo",1
"Hongjian_Wang_0002","Zhenhui_Li",1
"Ayush_Patwari","Dan_Goldwasser",1
"Ayush_Patwari","Saurabh_Bagchi",1
"Dan_Goldwasser","Saurabh_Bagchi",1
"Wen-Haw_Chong","Ee-Peng_Lim",2
"Bo_Xu_0009","Hongfei_Lin",1
"Bo_Xu_0009","Yuan_Lin_0001",1
"Bo_Xu_0009","Kan_Xu",1
"Hongfei_Lin","Yuan_Lin_0001",1
"Hongfei_Lin","Kan_Xu",1
"Yuan_Lin_0001","Kan_Xu",1
"Zai_Huang","Zhen_Pan",1
"Zai_Huang","Qi_Liu_0003",1
"Zai_Huang","Bai_Long",1
"Zai_Huang","Haiping_Ma",1
"Zai_Huang","Enhong_Chen",1
"Zhen_Pan","Qi_Liu_0003",1
"Zhen_Pan","Bai_Long",1
"Zhen_Pan","Haiping_Ma",1
"Zhen_Pan","Enhong_Chen",1
"Qi_Liu_0003","Bai_Long",1
"Qi_Liu_0003","Haiping_Ma",1
"Qi_Liu_0003","Enhong_Chen",3
"Bai_Long","Haiping_Ma",1
"Bai_Long","Enhong_Chen",1
"Haiping_Ma","Enhong_Chen",1
"Siyuan_Wu","Leong_Hou_U",1
"Siyuan_Wu","Sourav_S._Bhowmick",1
"Siyuan_Wu","Wolfgang_Gatterbauer",1
"Leong_Hou_U","Sourav_S._Bhowmick",1
"Leong_Hou_U","Wolfgang_Gatterbauer",1
"Sourav_S._Bhowmick","Wolfgang_Gatterbauer",1
"Mostafa_Dehghani_0001","Sascha_Rothe",1
"Mostafa_Dehghani_0001","Enrique_Alfonseca",1
"Mostafa_Dehghani_0001","Pascal_Fleury",1
"Sascha_Rothe","Enrique_Alfonseca",1
"Sascha_Rothe","Pascal_Fleury",1
"Enrique_Alfonseca","Pascal_Fleury",1
"Evgeny_Kharlamov","Ognjen_Savkovic",2
"Evgeny_Kharlamov","Guohui_Xiao_0001",2
"Evgeny_Kharlamov","Rafael_Peñaloza",1
"Evgeny_Kharlamov","Gulnar_Mehdi",2
"Evgeny_Kharlamov","Mikhail_Roshchin",2
"Ognjen_Savkovic","Guohui_Xiao_0001",2
